case_id,split,validation_status,query,expected_answer,query_profile,marketing_domain,analysis_task,business_objective,funnel_stage,metric_family,scope_type,temporal_granularity,difficulty,evidence_type,answer_mode,language_style,risk_types,campaign_ref
semantic.c0016.diagnosis,tune,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,예산 확대 이후 노출과 클릭이 함께 증가했고 전환 효율도 허용 범위를 유지했습니다.,semantic,creative_performance,causal_diagnosis,app_growth,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0016
semantic.c0017.diagnosis,validation,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,반복 노출이 누적된 후 CTR과 CVR이 함께 하락해 소재 피로 신호가 관찰되었습니다.,semantic,creative_performance,causal_diagnosis,lead_generation,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0017
semantic.c0018.diagnosis,validation,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,출시 직후 노출과 클릭이 급증한 뒤 초기 관심 효과가 완만하게 정상화되었습니다.,semantic,creative_performance,causal_diagnosis,retention,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0018
semantic.c0019.diagnosis,holdout,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,예산 축소 시점 이후 노출과 클릭이 동시에 감소했으며 효율 지표 변화는 제한적이었습니다.,semantic,creative_performance,causal_diagnosis,acquisition,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0019
semantic.c0020.diagnosis,holdout,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,전환 태그 수집이 사흘간 누락되어 해당 기간의 전환 수와 ROAS를 완전한 값으로 볼 수 없습니다.,semantic,creative_performance,causal_diagnosis,retargeting,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0020
semantic.c0021.diagnosis,tune,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,중간 구간의 CTR과 CVR 하락 뒤 운영 조정 시점부터 두 지표가 점진적으로 회복되었습니다.,semantic,creative_performance,causal_diagnosis,awareness,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0021
semantic.c0022.diagnosis,tune,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,일별 변동은 정상 범위이며 노출과 클릭 흐름이 안정적으로 유지되었습니다.,semantic,creative_performance,causal_diagnosis,app_growth,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0022
semantic.c0023.diagnosis,tune,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,예산 확대 이후 노출과 클릭이 함께 증가했고 전환 효율도 허용 범위를 유지했습니다.,semantic,creative_performance,causal_diagnosis,lead_generation,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0023
semantic.c0024.diagnosis,tune,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,반복 노출이 누적된 후 CTR과 CVR이 함께 하락해 소재 피로 신호가 관찰되었습니다.,semantic,creative_performance,causal_diagnosis,retention,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0024
semantic.c0025.diagnosis,tune,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,출시 직후 노출과 클릭이 급증한 뒤 초기 관심 효과가 완만하게 정상화되었습니다.,semantic,creative_performance,causal_diagnosis,acquisition,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0025
semantic.c0026.diagnosis,tune,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,예산 축소 시점 이후 노출과 클릭이 동시에 감소했으며 효율 지표 변화는 제한적이었습니다.,semantic,creative_performance,causal_diagnosis,retargeting,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0026
semantic.c0027.diagnosis,validation,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,전환 태그 수집이 사흘간 누락되어 해당 기간의 전환 수와 ROAS를 완전한 값으로 볼 수 없습니다.,semantic,creative_performance,causal_diagnosis,awareness,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0027
semantic.c0028.diagnosis,validation,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,중간 구간의 CTR과 CVR 하락 뒤 운영 조정 시점부터 두 지표가 점진적으로 회복되었습니다.,semantic,creative_performance,causal_diagnosis,app_growth,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0028
semantic.c0029.diagnosis,holdout,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,일별 변동은 정상 범위이며 노출과 클릭 흐름이 안정적으로 유지되었습니다.,semantic,creative_performance,causal_diagnosis,lead_generation,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0029
semantic.c0030.diagnosis,holdout,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,예산 확대 이후 노출과 클릭이 함께 증가했고 전환 효율도 허용 범위를 유지했습니다.,semantic,creative_performance,causal_diagnosis,retention,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0030
semantic.c0031.diagnosis,tune,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,반복 노출이 누적된 후 CTR과 CVR이 함께 하락해 소재 피로 신호가 관찰되었습니다.,semantic,creative_performance,causal_diagnosis,acquisition,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0031
semantic.c0032.diagnosis,tune,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,출시 직후 노출과 클릭이 급증한 뒤 초기 관심 효과가 완만하게 정상화되었습니다.,semantic,creative_performance,causal_diagnosis,retargeting,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0032
semantic.c0033.diagnosis,tune,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,예산 축소 시점 이후 노출과 클릭이 동시에 감소했으며 효율 지표 변화는 제한적이었습니다.,semantic,creative_performance,causal_diagnosis,awareness,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0033
semantic.c0034.diagnosis,tune,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,전환 태그 수집이 사흘간 누락되어 해당 기간의 전환 수와 ROAS를 완전한 값으로 볼 수 없습니다.,semantic,creative_performance,causal_diagnosis,app_growth,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0034
semantic.c0035.diagnosis,tune,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,중간 구간의 CTR과 CVR 하락 뒤 운영 조정 시점부터 두 지표가 점진적으로 회복되었습니다.,semantic,creative_performance,causal_diagnosis,lead_generation,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0035
semantic.c0036.diagnosis,tune,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,일별 변동은 정상 범위이며 노출과 클릭 흐름이 안정적으로 유지되었습니다.,semantic,creative_performance,causal_diagnosis,retention,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0036
semantic.c0037.diagnosis,validation,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,예산 확대 이후 노출과 클릭이 함께 증가했고 전환 효율도 허용 범위를 유지했습니다.,semantic,creative_performance,causal_diagnosis,acquisition,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0037
semantic.c0038.diagnosis,validation,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,반복 노출이 누적된 후 CTR과 CVR이 함께 하락해 소재 피로 신호가 관찰되었습니다.,semantic,creative_performance,causal_diagnosis,retargeting,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0038
semantic.c0039.diagnosis,holdout,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,출시 직후 노출과 클릭이 급증한 뒤 초기 관심 효과가 완만하게 정상화되었습니다.,semantic,creative_performance,causal_diagnosis,awareness,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0039
semantic.c0040.diagnosis,holdout,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,예산 축소 시점 이후 노출과 클릭이 동시에 감소했으며 효율 지표 변화는 제한적이었습니다.,semantic,creative_performance,causal_diagnosis,app_growth,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0040
semantic.c0041.diagnosis,tune,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,전환 태그 수집이 사흘간 누락되어 해당 기간의 전환 수와 ROAS를 완전한 값으로 볼 수 없습니다.,semantic,creative_performance,causal_diagnosis,lead_generation,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0041
semantic.c0042.diagnosis,tune,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,중간 구간의 CTR과 CVR 하락 뒤 운영 조정 시점부터 두 지표가 점진적으로 회복되었습니다.,semantic,creative_performance,causal_diagnosis,retention,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0042
semantic.c0043.diagnosis,tune,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,일별 변동은 정상 범위이며 노출과 클릭 흐름이 안정적으로 유지되었습니다.,semantic,creative_performance,causal_diagnosis,acquisition,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0043
semantic.c0044.diagnosis,tune,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,예산 확대 이후 노출과 클릭이 함께 증가했고 전환 효율도 허용 범위를 유지했습니다.,semantic,creative_performance,causal_diagnosis,retargeting,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0044
semantic.c0045.diagnosis,tune,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,반복 노출이 누적된 후 CTR과 CVR이 함께 하락해 소재 피로 신호가 관찰되었습니다.,semantic,creative_performance,causal_diagnosis,awareness,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0045
semantic.c0046.diagnosis,tune,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,출시 직후 노출과 클릭이 급증한 뒤 초기 관심 효과가 완만하게 정상화되었습니다.,semantic,creative_performance,causal_diagnosis,app_growth,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0046
semantic.c0047.diagnosis,validation,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,예산 축소 시점 이후 노출과 클릭이 동시에 감소했으며 효율 지표 변화는 제한적이었습니다.,semantic,creative_performance,causal_diagnosis,lead_generation,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0047
semantic.c0048.diagnosis,validation,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,전환 태그 수집이 사흘간 누락되어 해당 기간의 전환 수와 ROAS를 완전한 값으로 볼 수 없습니다.,semantic,creative_performance,causal_diagnosis,retention,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0048
semantic.c0049.diagnosis,holdout,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,중간 구간의 CTR과 CVR 하락 뒤 운영 조정 시점부터 두 지표가 점진적으로 회복되었습니다.,semantic,creative_performance,causal_diagnosis,acquisition,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0049
semantic.c0050.diagnosis,holdout,needs_review,성과 변화와 함께 운영 메모에 기록된 원인 후보를 설명해줘,일별 변동은 정상 범위이며 노출과 클릭 흐름이 안정적으로 유지되었습니다.,semantic,creative_performance,causal_diagnosis,retargeting,cross_funnel,none,campaign_period,campaign_lifetime,l4_multi_hop_or_source,document_passage,grounded_explanation,colloquial_ko,none,C0050
structured.c0001-c0013.campaign-impressions,tune,auto_validated,같은 기간 Google Ads의 노출 수을 C0001와 C0013 캠페인으로 비교해줘,"C0001 1215332, C0013 209242로 C0001가 더 높습니다.",structured_exact,delivery_awareness,campaign_comparison,acquisition,awareness,delivery_reach,cross_campaign_period,week,l3_aggregation_or_comparison,pg_metric,comparison,professional_ko,none,C0001
structured.c0001.impressions,tune,auto_validated,[오로라] 신제품 | 신규 고객 확보 | 2025-01 | C0001의 2025-01-01 Google Ads 노출 수 값은 얼마야?,노출 수: 164481건,structured_exact,delivery_awareness,metric_lookup,acquisition,awareness,delivery_reach,campaign_platform_day,day,l2_filtered_lookup,pg_metric,numeric_fact,ko_en_mixed,none,C0001
structured.c0001.weekly-impressions,tune,auto_validated,[오로라] 신제품 | 신규 고객 확보 | 2025-01 | C0001의 2025-01-01부터 2025-01-07까지 Google Ads 노출 수 합계를 계산해줘,노출 수: 1215332건,structured_exact,delivery_awareness,aggregation,acquisition,awareness,delivery_reach,campaign_platform_period,week,l3_aggregation_or_comparison,pg_metric,numeric_fact,professional_ko,none,C0001
structured.c0002-c0014.campaign-clicks,tune,auto_validated,같은 기간 Meta Ads의 클릭 수을 C0002와 C0014 캠페인으로 비교해줘,"C0002 6122, C0014 7601로 C0014가 더 높습니다.",structured_exact,traffic_engagement,campaign_comparison,retargeting,consideration,traffic_engagement,cross_campaign_period,week,l3_aggregation_or_comparison,pg_metric,comparison,professional_ko,none,C0002
structured.c0002.clicks,tune,auto_validated,[오로라] 여름 컬렉션 | 리타게팅 전환 | 2025-01 | C0002의 2025-01-23 YouTube 클릭 수 값은 얼마야?,클릭 수: 892건,structured_exact,traffic_engagement,metric_lookup,retargeting,consideration,traffic_engagement,campaign_platform_day,day,l2_filtered_lookup,pg_metric,numeric_fact,ko_en_mixed,none,C0002
structured.c0002.platform-impressions,tune,auto_validated,[오로라] 여름 컬렉션 | 리타게팅 전환 | 2025-01 | C0002의 첫 7일 노출 수을 Meta Ads와 YouTube로 비교해줘,"Meta Ads 506713, YouTube 683769로 YouTube가 더 높습니다.",structured_exact,delivery_awareness,platform_comparison,retargeting,awareness,delivery_reach,cross_platform_period,week,l3_aggregation_or_comparison,pg_metric,comparison,ko_en_mixed,none,C0002
structured.c0002.weekly-clicks,tune,auto_validated,[오로라] 여름 컬렉션 | 리타게팅 전환 | 2025-01 | C0002의 2025-01-22부터 2025-01-28까지 YouTube 클릭 수 합계를 계산해줘,클릭 수: 6514건,structured_exact,traffic_engagement,aggregation,retargeting,consideration,traffic_engagement,campaign_platform_period,week,l3_aggregation_or_comparison,pg_metric,numeric_fact,professional_ko,none,C0002
structured.c0003-c0015.campaign-spend,tune,auto_validated,같은 기간 Google Ads의 광고비을 C0003와 C0015 캠페인으로 비교해줘,"C0003 993609.54, C0015 3218641.82로 C0015가 더 높습니다.",structured_exact,budget_delivery,campaign_comparison,awareness,cross_funnel,spend_cost,cross_campaign_period,week,l3_aggregation_or_comparison,pg_metric,comparison,professional_ko,none,C0003
structured.c0003.platform-clicks,tune,auto_validated,[오로라] 온라인 클래스 | 브랜드 인지도 | 2025-01 | C0003의 첫 7일 클릭 수을 Google Ads와 Meta Ads로 비교해줘,"Google Ads 3493, Meta Ads 1471로 Google Ads가 더 높습니다.",structured_exact,traffic_engagement,platform_comparison,awareness,consideration,traffic_engagement,cross_platform_period,week,l3_aggregation_or_comparison,pg_metric,comparison,ko_en_mixed,none,C0003
structured.c0003.spend,tune,auto_validated,[오로라] 온라인 클래스 | 브랜드 인지도 | 2025-01 | C0003의 2025-02-09 Meta Ads 광고비 값은 얼마야?,광고비: 133433.34 KRW,structured_exact,budget_delivery,metric_lookup,awareness,cross_funnel,spend_cost,campaign_platform_day,day,l2_filtered_lookup,pg_metric,numeric_fact,ko_en_mixed,none,C0003
structured.c0003.weekly-spend,tune,auto_validated,[오로라] 온라인 클래스 | 브랜드 인지도 | 2025-01 | C0003의 2025-02-12부터 2025-02-18까지 YouTube 광고비 합계를 계산해줘,광고비: 994176.56 KRW,structured_exact,budget_delivery,aggregation,awareness,cross_funnel,spend_cost,campaign_platform_period,week,l3_aggregation_or_comparison,pg_metric,numeric_fact,professional_ko,none,C0003
structured.c0004-c0016.campaign-impressions,tune,auto_validated,같은 기간 Google Ads의 노출 수을 C0004와 C0016 캠페인으로 비교해줘,"C0004 1704713, C0016 867514로 C0004가 더 높습니다.",structured_exact,delivery_awareness,campaign_comparison,app_growth,awareness,delivery_reach,cross_campaign_period,week,l3_aggregation_or_comparison,pg_metric,comparison,professional_ko,none,C0004
structured.c0004.conversions,tune,auto_validated,[런치파일럿] 프리미엄 플랜 | 앱 설치 성장 | 2025-02 | C0004의 2025-04-04 Google Ads 전환 수 값은 얼마야?,전환 수: 563건,structured_exact,conversion_acquisition,metric_lookup,app_growth,conversion,conversion_efficiency,campaign_platform_day,day,l2_filtered_lookup,pg_metric,numeric_fact,ko_en_mixed,none,C0004
structured.c0004.weekly-impressions,tune,auto_validated,[런치파일럿] 프리미엄 플랜 | 앱 설치 성장 | 2025-02 | C0004의 2025-03-05부터 2025-03-11까지 Google Ads 노출 수 합계를 계산해줘,노출 수: 1129389건,structured_exact,delivery_awareness,aggregation,app_growth,awareness,delivery_reach,campaign_platform_period,week,l3_aggregation_or_comparison,pg_metric,numeric_fact,professional_ko,none,C0004
structured.c0005-c0041.campaign-clicks,tune,auto_validated,같은 기간 Meta Ads의 클릭 수을 C0005와 C0041 캠페인으로 비교해줘,"C0005 11245, C0041 13344로 C0041가 더 높습니다.",structured_exact,traffic_engagement,campaign_comparison,lead_generation,consideration,traffic_engagement,cross_campaign_period,week,l3_aggregation_or_comparison,pg_metric,comparison,professional_ko,none,C0005
structured.c0005.conversion_value,tune,auto_validated,[런치파일럿] 구독 서비스 | 리드 생성 | 2025-02 | C0005의 2025-04-01 Meta Ads 전환 가치 값은 얼마야?,전환 가치: 7273916.37 KRW,structured_exact,revenue_profitability,metric_lookup,lead_generation,conversion,value_return,campaign_platform_day,day,l2_filtered_lookup,pg_metric,numeric_fact,ko_en_mixed,none,C0005
structured.c0005.platform-spend,tune,auto_validated,[런치파일럿] 구독 서비스 | 리드 생성 | 2025-02 | C0005의 첫 7일 광고비을 Meta Ads와 YouTube로 비교해줘,"Meta Ads 7840419.75, YouTube 7962498.33로 YouTube가 더 높습니다.",structured_exact,budget_delivery,platform_comparison,lead_generation,cross_funnel,spend_cost,cross_platform_period,week,l3_aggregation_or_comparison,pg_metric,comparison,ko_en_mixed,none,C0005
structured.c0005.weekly-clicks,tune,auto_validated,[런치파일럿] 구독 서비스 | 리드 생성 | 2025-02 | C0005의 2025-02-26부터 2025-03-04까지 Meta Ads 클릭 수 합계를 계산해줘,클릭 수: 11245건,structured_exact,traffic_engagement,aggregation,lead_generation,consideration,traffic_engagement,campaign_platform_period,week,l3_aggregation_or_comparison,pg_metric,numeric_fact,professional_ko,none,C0005
structured.c0006-c0042.campaign-spend,tune,auto_validated,같은 기간 Google Ads의 광고비을 C0006와 C0042 캠페인으로 비교해줘,"C0006 2280915.38, C0042 4088231.89로 C0042가 더 높습니다.",structured_exact,budget_delivery,campaign_comparison,retention,cross_funnel,spend_cost,cross_campaign_period,week,l3_aggregation_or_comparison,pg_metric,comparison,professional_ko,none,C0006
structured.c0006.ctr,tune,auto_validated,[런치파일럿] 웰컴 키트 | 재구매 활성화 | 2025-03 | C0006의 2025-04-09 Meta Ads CTR 값은 얼마야?,CTR: 0.01725231 (1.7252%),structured_exact,traffic_engagement,metric_lookup,retention,consideration,traffic_engagement,campaign_platform_day,day,l2_filtered_lookup,pg_metric,numeric_fact,ko_en_mixed,none,C0006
structured.c0006.platform-impressions,tune,auto_validated,[런치파일럿] 웰컴 키트 | 재구매 활성화 | 2025-03 | C0006의 첫 7일 노출 수을 Google Ads와 Meta Ads로 비교해줘,"Google Ads 168591, Meta Ads 236145로 Meta Ads가 더 높습니다.",structured_exact,delivery_awareness,platform_comparison,retention,awareness,delivery_reach,cross_platform_period,week,l3_aggregation_or_comparison,pg_metric,comparison,ko_en_mixed,none,C0006
structured.c0006.tracking-gap,tune,needs_review,C0006 캠패인 전환추적 누락된날짜 찾아줘,"전환 추적 누락 날짜는 2025-04-26, 2025-04-27, 2025-04-28입니다.",structured_exact,measurement_quality,anomaly_detection,retention,cross_funnel,data_quality,campaign_period,comparative_periods,l3_aggregation_or_comparison,pg_observation,data_quality_alert,noisy_ko,tracking_gap,C0006
structured.c0006.weekly-spend,tune,auto_validated,[런치파일럿] 웰컴 키트 | 재구매 활성화 | 2025-03 | C0006의 2025-03-19부터 2025-03-25까지 YouTube 광고비 합계를 계산해줘,광고비: 2172737.54 KRW,structured_exact,budget_delivery,aggregation,retention,cross_funnel,spend_cost,campaign_platform_period,week,l3_aggregation_or_comparison,pg_metric,numeric_fact,professional_ko,none,C0006
structured.c0007-c0067.campaign-impressions,validation,auto_validated,같은 기간 Google Ads의 노출 수을 C0007와 C0067 캠페인으로 비교해줘,"C0007 677846, C0067 691899로 C0067가 더 높습니다.",structured_exact,delivery_awareness,campaign_comparison,acquisition,awareness,delivery_reach,cross_campaign_period,week,l3_aggregation_or_comparison,pg_metric,comparison,professional_ko,none,C0007
structured.c0007.roas,validation,auto_validated,[모먼트] 모바일 앱 | 신규 고객 확보 | 2025-03 | C0007의 2025-04-07 Google Ads ROAS 값은 얼마야?,ROAS: 26.43013401배,structured_exact,revenue_profitability,metric_lookup,acquisition,conversion,value_return,campaign_platform_day,day,l2_filtered_lookup,pg_metric,numeric_fact,ko_en_mixed,none,C0007
structured.c0007.weekly-impressions,validation,auto_validated,[모먼트] 모바일 앱 | 신규 고객 확보 | 2025-03 | C0007의 2025-04-09부터 2025-04-15까지 Google Ads 노출 수 합계를 계산해줘,노출 수: 704132건,structured_exact,delivery_awareness,aggregation,acquisition,awareness,delivery_reach,campaign_platform_period,week,l3_aggregation_or_comparison,pg_metric,numeric_fact,professional_ko,none,C0007
structured.c0008-c0068.campaign-clicks,validation,auto_validated,같은 기간 Meta Ads의 클릭 수을 C0008와 C0068 캠페인으로 비교해줘,"C0008 13030, C0068 10005로 C0008가 더 높습니다.",structured_exact,traffic_engagement,campaign_comparison,retargeting,consideration,traffic_engagement,cross_campaign_period,week,l3_aggregation_or_comparison,pg_metric,comparison,professional_ko,none,C0008
structured.c0008.cpa,validation,auto_validated,[모먼트] 체험 패키지 | 리타게팅 전환 | 2025-04 | C0008의 2025-06-07 YouTube CPA 값은 얼마야?,CPA: 35781.13 KRW,structured_exact,conversion_acquisition,metric_lookup,retargeting,conversion,conversion_efficiency,campaign_platform_day,day,l2_filtered_lookup,pg_metric,numeric_fact,ko_en_mixed,none,C0008
structured.c0008.platform-clicks,validation,auto_validated,[모먼트] 체험 패키지 | 리타게팅 전환 | 2025-04 | C0008의 첫 7일 클릭 수을 Meta Ads와 YouTube로 비교해줘,"Meta Ads 13030, YouTube 11324로 Meta Ads가 더 높습니다.",structured_exact,traffic_engagement,platform_comparison,retargeting,consideration,traffic_engagement,cross_platform_period,week,l3_aggregation_or_comparison,pg_metric,comparison,ko_en_mixed,none,C0008
structured.c0008.weekly-clicks,validation,auto_validated,[모먼트] 체험 패키지 | 리타게팅 전환 | 2025-04 | C0008의 2025-04-30부터 2025-05-06까지 YouTube 클릭 수 합계를 계산해줘,클릭 수: 11195건,structured_exact,traffic_engagement,aggregation,retargeting,consideration,traffic_engagement,campaign_platform_period,week,l3_aggregation_or_comparison,pg_metric,numeric_fact,professional_ko,none,C0008
structured.c0009-c0069.campaign-spend,holdout,auto_validated,같은 기간 Google Ads의 광고비을 C0009와 C0069 캠페인으로 비교해줘,"C0009 4072587.75, C0069 4888596.73로 C0069가 더 높습니다.",structured_exact,budget_delivery,campaign_comparison,awareness,cross_funnel,spend_cost,cross_campaign_period,week,l3_aggregation_or_comparison,pg_metric,comparison,professional_ko,none,C0009
structured.c0009.cvr,holdout,auto_validated,[모먼트] 신제품 | 브랜드 인지도 | 2025-04 | C0009의 2025-06-07 Meta Ads CVR 값은 얼마야?,CVR: 0.03670473 (3.6705%),structured_exact,conversion_acquisition,metric_lookup,awareness,conversion,conversion_efficiency,campaign_platform_day,day,l2_filtered_lookup,pg_metric,numeric_fact,ko_en_mixed,none,C0009
structured.c0009.platform-spend,holdout,auto_validated,[모먼트] 신제품 | 브랜드 인지도 | 2025-04 | C0009의 첫 7일 광고비을 Google Ads와 Meta Ads로 비교해줘,"Google Ads 4072587.75, Meta Ads 4126153.72로 Meta Ads가 더 높습니다.",structured_exact,budget_delivery,platform_comparison,awareness,cross_funnel,spend_cost,cross_platform_period,week,l3_aggregation_or_comparison,pg_metric,comparison,ko_en_mixed,none,C0009
structured.c0009.weekly-spend,holdout,auto_validated,[모먼트] 신제품 | 브랜드 인지도 | 2025-04 | C0009의 2025-04-23부터 2025-04-29까지 YouTube 광고비 합계를 계산해줘,광고비: 4071427.22 KRW,structured_exact,budget_delivery,aggregation,awareness,cross_funnel,spend_cost,campaign_platform_period,week,l3_aggregation_or_comparison,pg_metric,numeric_fact,professional_ko,none,C0009
structured.c0010-c0070.campaign-impressions,holdout,auto_validated,같은 기간 Google Ads의 노출 수을 C0010와 C0070 캠페인으로 비교해줘,"C0010 754964, C0070 445992로 C0010가 더 높습니다.",structured_exact,delivery_awareness,campaign_comparison,app_growth,awareness,delivery_reach,cross_campaign_period,week,l3_aggregation_or_comparison,pg_metric,comparison,professional_ko,none,C0010
structured.c0010.impressions,holdout,auto_validated,[그로우랩] 여름 컬렉션 | 앱 설치 성장 | 2025-05 | C0010의 2025-07-09 Google Ads 노출 수 값은 얼마야?,노출 수: 111217건,structured_exact,delivery_awareness,metric_lookup,app_growth,awareness,delivery_reach,campaign_platform_day,day,l2_filtered_lookup,pg_metric,numeric_fact,ko_en_mixed,none,C0010
